order_id,shipment_id,sku,warehouse,date,host_ord_qty,shipped_qty,short_qty,shift,team,flow
ORD-267811,SHP-00735,SKU-004,MUM,2024-10-21,113,113,0,Shift C,Team 2,B2B
ORD-229496,SHP-00736,SKU-013,DEL,2024-12-28,68,68,0,Shift B,Team 3,B2B
ORD-627913,SHP-00737,SKU-016,DEL,2024-11-10,363,363,0,Shift A,Team 1,B2B2C
ORD-949925,SHP-00738,SKU-001,DEL,2024-09-27,121,121,0,Shift B,Team 2,B2B2C
ORD-781976,SHP-00739,SKU-009,MUM,2024-09-14,218,218,0,Shift B,Team 3,B2B2C
ORD-253103,SHP-00740,SKU-019,BLR,2024-10-03,485,485,0,Shift A,Team 3,B2B
ORD-620690,SHP-00741,SKU-010,BLR,2024-11-11,414,414,0,Shift C,Team 3,B2B
ORD-111662,SHP-00742,SKU-007,BLR,2025-01-05,289,289,0,Shift B,Team 3,B2B
ORD-938496,SHP-00743,SKU-005,BLR,2024-11-19,162,162,0,Shift C,Team 3,B2B2C
ORD-235797,SHP-00744,SKU-028,MUM,2024-11-11,345,345,0,Shift A,Team 3,B2B2C
ORD-837630,SHP-00745,SKU-018,MUM,2024-09-08,93,93,0,Shift A,Team 1,B2B
ORD-776738,SHP-00746,SKU-030,MUM,2024-09-26,266,266,0,Shift C,Team 2,B2C
ORD-745592,SHP-00747,SKU-002,BLR,2024-09-13,344,344,0,Shift B,Team 3,B2B
ORD-300670,SHP-00748,SKU-029,BLR,2024-12-10,404,404,0,Shift C,Team 2,B2B
ORD-466632,SHP-00749,SKU-030,MUM,2024-10-18,402,402,0,Shift A,Team 2,B2C
ORD-852058,SHP-00750,SKU-009,DEL,2024-12-19,89,89,0,Shift A,Team 2,B2B2C
ORD-124188,SHP-00751,SKU-017,DEL,2024-12-30,307,286,21,Shift C,Team 1,B2B2C
ORD-116709,SHP-00752,SKU-012,MUM,2025-01-18,284,271,13,Shift B,Team 1,B2C
ORD-281930,SHP-00753,SKU-022,BLR,2024-11-09,122,122,0,Shift A,Team 2,B2B
ORD-476032,SHP-00754,SKU-029,DEL,2024-12-06,280,280,0,Shift B,Team 2,B2C
ORD-943729,SHP-00755,SKU-027,MUM,2024-12-16,363,363,0,Shift B,Team 3,B2B2C
ORD-852895,SHP-00756,SKU-010,DEL,2024-12-29,369,367,2,Shift C,Team 1,B2C
ORD-765388,SHP-00757,SKU-012,MUM,2024-11-12,388,388,0,Shift C,Team 3,B2B2C
ORD-556813,SHP-00758,SKU-024,BLR,2024-09-23,150,150,0,Shift B,Team 3,B2C
ORD-198323,SHP-00759,SKU-006,DEL,2024-12-12,338,338,0,Shift B,Team 2,B2B2C
ORD-552371,SHP-00760,SKU-019,DEL,2024-10-22,371,371,0,Shift A,Team 1,B2B2C
ORD-656629,SHP-00761,SKU-030,MUM,2024-12-29,336,336,0,Shift C,Team 3,B2C
ORD-499420,SHP-00762,SKU-019,DEL,2024-12-05,499,499,0,Shift B,Team 2,B2B2C
ORD-177666,SHP-00763,SKU-004,BLR,2024-09-22,470,454,16,Shift A,Team 2,B2B2C
ORD-778590,SHP-00764,SKU-016,BLR,2024-10-23,119,112,7,Shift A,Team 1,B2B2C
ORD-192467,SHP-00765,SKU-004,DEL,2024-10-22,176,176,0,Shift A,Team 3,B2B
ORD-109564,SHP-00766,SKU-018,MUM,2024-10-18,183,183,0,Shift B,Team 2,B2B2C
ORD-889825,SHP-00767,SKU-010,DEL,2024-10-14,391,391,0,Shift B,Team 1,B2B2C
ORD-324729,SHP-00768,SKU-004,DEL,2024-12-18,338,338,0,Shift C,Team 1,B2B
ORD-896842,SHP-00769,SKU-017,MUM,2024-10-06,488,488,0,Shift C,Team 3,B2C
ORD-646366,SHP-00770,SKU-009,DEL,2024-11-26,451,451,0,Shift C,Team 2,B2B2C
ORD-276672,SHP-00771,SKU-009,MUM,2025-02-16,116,116,0,Shift C,Team 3,B2C
ORD-717738,SHP-00772,SKU-016,DEL,2024-10-11,397,397,0,Shift C,Team 1,B2C
ORD-690723,SHP-00773,SKU-025,MUM,2024-09-16,241,241,0,Shift C,Team 1,B2C
ORD-561897,SHP-00774,SKU-022,DEL,2024-10-22,196,196,0,Shift A,Team 3,B2B
ORD-197492,SHP-00775,SKU-012,DEL,2025-02-09,446,446,0,Shift C,Team 2,B2C
ORD-159030,SHP-00776,SKU-016,BLR,2024-10-19,306,306,0,Shift C,Team 2,B2B2C
ORD-789447,SHP-00777,SKU-008,MUM,2025-01-24,76,76,0,Shift C,Team 2,B2C
ORD-683630,SHP-00778,SKU-010,MUM,2024-09-18,88,88,0,Shift B,Team 3,B2B2C
ORD-757236,SHP-00779,SKU-002,BLR,2024-09-29,223,223,0,Shift C,Team 3,B2C
ORD-447842,SHP-00780,SKU-023,MUM,2025-01-05,477,477,0,Shift B,Team 3,B2B2C
ORD-274901,SHP-00781,SKU-021,DEL,2024-10-04,229,229,0,Shift B,Team 3,B2B2C
ORD-294585,SHP-00782,SKU-018,DEL,2024-12-07,296,296,0,Shift A,Team 3,B2B
ORD-101688,SHP-00783,SKU-008,DEL,2025-02-05,168,168,0,Shift A,Team 3,B2B
ORD-491660,SHP-00784,SKU-002,BLR,2024-09-04,89,89,0,Shift A,Team 1,B2C
ORD-639218,SHP-00785,SKU-018,DEL,2025-02-03,155,155,0,Shift B,Team 2,B2B2C
ORD-814613,SHP-00786,SKU-017,BLR,2025-01-20,186,186,0,Shift B,Team 2,B2C
ORD-626785,SHP-00787,SKU-024,BLR,2024-09-21,333,333,0,Shift A,Team 3,B2C
ORD-940654,SHP-00788,SKU-009,BLR,2024-09-06,351,351,0,Shift C,Team 1,B2C
ORD-394362,SHP-00789,SKU-018,MUM,2024-12-08,76,70,6,Shift C,Team 2,B2B2C
ORD-253678,SHP-00790,SKU-027,MUM,2024-10-26,368,368,0,Shift A,Team 1,B2C
ORD-185103,SHP-00791,SKU-013,BLR,2024-12-28,289,289,0,Shift B,Team 2,B2C
ORD-843565,SHP-00792,SKU-002,MUM,2025-01-17,365,365,0,Shift B,Team 3,B2B2C
ORD-627377,SHP-00793,SKU-001,DEL,2025-01-24,275,275,0,Shift C,Team 3,B2C
ORD-842955,SHP-00794,SKU-011,MUM,2024-09-21,82,82,0,Shift B,Team 2,B2B
ORD-840036,SHP-00795,SKU-017,BLR,2025-02-06,490,485,5,Shift C,Team 2,B2B2C
ORD-264091,SHP-00796,SKU-008,MUM,2024-11-30,229,229,0,Shift B,Team 2,B2C
ORD-979787,SHP-00797,SKU-026,BLR,2024-09-19,234,234,0,Shift C,Team 3,B2B
ORD-748878,SHP-00798,SKU-019,DEL,2024-09-12,63,63,0,Shift B,Team 2,B2C
ORD-381249,SHP-00799,SKU-021,BLR,2024-12-06,90,90,0,Shift C,Team 2,B2C
ORD-175436,SHP-00800,SKU-002,BLR,2024-10-02,360,360,0,Shift B,Team 3,B2C
ORD-217013,SHP-00801,SKU-004,MUM,2024-11-02,404,404,0,Shift C,Team 2,B2C
ORD-547498,SHP-00802,SKU-008,DEL,2025-02-02,341,341,0,Shift A,Team 3,B2B
ORD-152240,SHP-00803,SKU-017,BLR,2024-11-06,125,125,0,Shift C,Team 1,B2C
ORD-957920,SHP-00804,SKU-016,DEL,2024-11-07,430,430,0,Shift A,Team 1,B2B
ORD-300981,SHP-00805,SKU-023,DEL,2024-12-09,200,200,0,Shift A,Team 1,B2B2C
ORD-598493,SHP-00806,SKU-015,BLR,2024-11-30,429,429,0,Shift C,Team 3,B2B
ORD-394421,SHP-00807,SKU-013,BLR,2024-10-09,214,214,0,Shift A,Team 1,B2B2C
ORD-667751,SHP-00808,SKU-017,MUM,2024-09-13,482,482,0,Shift C,Team 1,B2C
ORD-729357,SHP-00809,SKU-006,DEL,2025-01-11,110,110,0,Shift A,Team 2,B2C
ORD-151191,SHP-00810,SKU-007,MUM,2024-10-30,332,332,0,Shift C,Team 3,B2B2C
ORD-557067,SHP-00811,SKU-019,BLR,2024-09-02,268,268,0,Shift C,Team 3,B2B
ORD-135217,SHP-00812,SKU-009,DEL,2025-01-05,424,391,33,Shift B,Team 1,B2B
ORD-414585,SHP-00813,SKU-023,MUM,2024-11-25,402,402,0,Shift C,Team 1,B2B
ORD-449850,SHP-00814,SKU-021,MUM,2025-02-17,371,371,0,Shift A,Team 2,B2B2C
ORD-933157,SHP-00815,SKU-029,MUM,2025-01-03,95,95,0,Shift C,Team 2,B2C
ORD-209394,SHP-00816,SKU-013,BLR,2024-09-10,373,357,16,Shift B,Team 2,B2C
ORD-116538,SHP-00817,SKU-010,MUM,2025-01-03,99,99,0,Shift B,Team 1,B2B2C
ORD-512038,SHP-00818,SKU-012,BLR,2024-10-16,406,406,0,Shift A,Team 3,B2C
ORD-380308,SHP-00819,SKU-018,MUM,2024-11-14,445,445,0,Shift C,Team 2,B2B2C
ORD-619855,SHP-00820,SKU-027,MUM,2025-01-03,73,73,0,Shift A,Team 1,B2B2C
ORD-316227,SHP-00821,SKU-026,BLR,2025-02-04,244,244,0,Shift B,Team 3,B2C
ORD-166025,SHP-00822,SKU-013,DEL,2024-12-02,490,490,0,Shift A,Team 3,B2B2C
ORD-656495,SHP-00823,SKU-026,BLR,2024-09-10,298,298,0,Shift B,Team 2,B2C
ORD-815968,SHP-00824,SKU-024,DEL,2024-12-06,498,498,0,Shift A,Team 3,B2C
ORD-279005,SHP-00825,SKU-007,MUM,2025-01-17,475,475,0,Shift A,Team 2,B2C
ORD-991070,SHP-00826,SKU-013,MUM,2024-09-26,199,199,0,Shift C,Team 3,B2B
ORD-120562,SHP-00827,SKU-023,BLR,2024-11-02,105,105,0,Shift C,Team 2,B2C
ORD-435571,SHP-00828,SKU-021,MUM,2025-02-12,92,92,0,Shift C,Team 1,B2B
ORD-505041,SHP-00829,SKU-024,BLR,2025-01-24,222,222,0,Shift A,Team 2,B2C
ORD-736842,SHP-00830,SKU-021,BLR,2025-01-04,170,170,0,Shift B,Team 2,B2C
ORD-379964,SHP-00831,SKU-006,DEL,2024-09-20,151,151,0,Shift B,Team 3,B2C
ORD-688438,SHP-00832,SKU-004,BLR,2025-01-19,272,272,0,Shift C,Team 1,B2C
ORD-186178,SHP-00833,SKU-017,BLR,2024-11-14,359,359,0,Shift C,Team 3,B2B2C
ORD-204915,SHP-00834,SKU-005,DEL,2024-12-31,290,290,0,Shift C,Team 3,B2B
ORD-492843,SHP-00835,SKU-018,BLR,2024-09-25,165,165,0,Shift B,Team 1,B2B
ORD-821412,SHP-00836,SKU-009,MUM,2024-12-04,337,337,0,Shift B,Team 2,B2B
ORD-733355,SHP-00837,SKU-011,MUM,2025-01-23,344,344,0,Shift A,Team 2,B2B
ORD-550304,SHP-00838,SKU-030,MUM,2024-09-01,461,461,0,Shift B,Team 3,B2B2C
ORD-896220,SHP-00839,SKU-008,DEL,2024-12-22,336,336,0,Shift C,Team 1,B2B2C
ORD-452682,SHP-00840,SKU-023,BLR,2024-10-25,123,123,0,Shift C,Team 3,B2C
ORD-566554,SHP-00841,SKU-024,BLR,2024-10-16,267,267,0,Shift B,Team 2,B2C
ORD-710637,SHP-00842,SKU-010,DEL,2024-12-02,218,218,0,Shift A,Team 2,B2B
ORD-417710,SHP-00843,SKU-019,DEL,2024-12-11,471,471,0,Shift C,Team 3,B2C
ORD-842772,SHP-00844,SKU-023,MUM,2024-09-10,128,128,0,Shift A,Team 3,B2C
ORD-903036,SHP-00845,SKU-020,DEL,2024-11-20,427,427,0,Shift B,Team 3,B2C
ORD-206795,SHP-00846,SKU-022,BLR,2024-09-04,392,392,0,Shift B,Team 2,B2B2C
ORD-247706,SHP-00847,SKU-027,MUM,2025-02-03,51,51,0,Shift C,Team 1,B2B2C
ORD-742243,SHP-00848,SKU-024,DEL,2024-09-23,94,94,0,Shift A,Team 2,B2C
ORD-412956,SHP-00849,SKU-029,BLR,2024-09-21,492,476,16,Shift A,Team 2,B2B
ORD-586343,SHP-00850,SKU-007,DEL,2025-01-23,189,189,0,Shift B,Team 1,B2B
ORD-215122,SHP-00851,SKU-027,MUM,2024-12-03,137,137,0,Shift A,Team 2,B2B2C
ORD-576949,SHP-00852,SKU-007,BLR,2025-02-13,225,225,0,Shift A,Team 2,B2B2C
ORD-795428,SHP-00853,SKU-015,DEL,2024-09-09,350,342,8,Shift A,Team 3,B2C
ORD-607255,SHP-00854,SKU-021,BLR,2024-10-11,101,101,0,Shift A,Team 1,B2C
ORD-624792,SHP-00855,SKU-009,MUM,2025-01-30,420,390,30,Shift B,Team 2,B2C
ORD-459251,SHP-00856,SKU-019,DEL,2024-12-17,255,255,0,Shift B,Team 3,B2B2C
ORD-424031,SHP-00857,SKU-010,BLR,2025-01-24,455,455,0,Shift A,Team 2,B2B2C
ORD-780212,SHP-00858,SKU-028,DEL,2024-11-17,154,154,0,Shift B,Team 2,B2B
ORD-429330,SHP-00859,SKU-016,DEL,2024-11-28,392,392,0,Shift A,Team 1,B2B
ORD-490992,SHP-00860,SKU-024,MUM,2024-11-23,496,496,0,Shift B,Team 3,B2B
ORD-806898,SHP-00861,SKU-001,BLR,2025-02-03,362,362,0,Shift C,Team 3,B2C
ORD-726843,SHP-00862,SKU-006,DEL,2024-12-21,267,267,0,Shift B,Team 2,B2C
ORD-202467,SHP-00863,SKU-004,DEL,2025-01-11,385,385,0,Shift C,Team 2,B2C
ORD-925664,SHP-00864,SKU-025,MUM,2025-01-03,77,77,0,Shift C,Team 2,B2B2C
ORD-914423,SHP-00865,SKU-014,BLR,2024-11-25,322,322,0,Shift A,Team 2,B2B
ORD-877690,SHP-00866,SKU-028,BLR,2024-10-21,282,282,0,Shift C,Team 3,B2B2C
ORD-101972,SHP-00867,SKU-009,DEL,2024-11-04,141,141,0,Shift B,Team 1,B2C
ORD-519899,SHP-00868,SKU-003,DEL,2025-01-15,323,323,0,Shift C,Team 2,B2B2C
