Shipment ID,Load ID,Date,Month,Year,Carrier Name,Mode of Transport,Product Type,Origin Country,Origin Region,Origin State,Origin City,Origin Zipcode,Origin Area,Destination Country,Destination Region,Destination State,Destination City,Destination Zipcode,Destination Area,Distance_km,Total_Weight_in_Shipment_kg,Transit Time (Days),Operational Status,Shipment Cost (USD),Shipment Planned,Equipment,Equipment Weight Capacity (KG),Equipment_VolumeCapacity_m3,Total Volume in Shipment_m3,Tendered Status,Estimated Delivery Date,Actual_Delivery_Date,Delays,On-Time / Delayed / In-Transit,Shipment Order Type
SHP-00011,LD-00011,2024-11-01,November,2024,Blue Dart,Road,Personal Care,India,West,Maharashtra,Pune,000000,Pune,India,West,Maharashtra,Mumbai,400001,Mumbai,50,264.4,2,Delivered,149.28,2024-11-01,MCV,8000,18.0,0.3382,Accepted,2024-11-03,2024-11-03,0,On-Time,Inbound
SHP-00012,LD-00012,2025-01-17,January,2025,Delhivery,Road,Personal Care,India,East,West Bengal,Kolkata,000000,Kolkata,India,South,Karnataka,Bangalore,560001,Bangalore,1876,373.3,2,Delivered,5267.43,2025-01-17,LCV,3500,9.0,0.5114,Accepted,2025-01-19,2025-01-19,0,On-Time,Inbound
SHP-00013,LD-00013,2024-11-26,November,2024,Blue Dart,Road,Personal Care,India,West,Maharashtra,Pune,000000,Pune,India,North,Delhi,Delhi,110001,Delhi,1407,641.8,1,Delivered,4115.97,2024-11-26,20ft Container,18000,28.0,0.8565,Accepted,2024-11-27,2024-11-27,0,On-Time,Inbound
SHP-00014,LD-00014,2025-01-17,January,2025,Delhivery,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,947,2701.7,2,Delivered,2540.49,2025-01-17,20ft Container,18000,28.0,3.2206,Accepted,2025-01-19,2025-01-23,4,Delayed,Inbound
SHP-00015,LD-00015,2025-02-15,February,2025,Blue Dart,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,34,687.1,2,Delivered,101.91,2025-02-15,32ft Container,25000,38.0,0.8539,Accepted,2025-02-17,2025-02-17,0,On-Time,Inbound
SHP-00016,LD-00016,2024-09-26,September,2024,Ekart Logistics,Road,Personal Care,India,West,Maharashtra,Mumbai,000000,Mumbai,India,North,Delhi,Delhi,110001,Delhi,1426,270.6,3,Delivered,2688.72,2024-09-26,MCV,8000,18.0,0.337,Accepted,2024-09-29,2024-09-30,1,Delayed,Inbound
SHP-00017,LD-00017,2024-09-01,September,2024,Gati Kinetic,Road,Personal Care,India,North,Delhi,Delhi,000000,Delhi,India,North,Delhi,Delhi,110001,Delhi,-1,801.0,3,Delivered,-2.25,2024-09-01,MCV,8000,18.0,1.0233,Accepted,2024-09-04,2024-09-04,0,On-Time,Inbound
SHP-00018,LD-00018,2024-09-15,September,2024,DTDC,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,North,Delhi,Delhi,110001,Delhi,1375,4880.1,2,Delivered,3237.56,2024-09-15,Reefer 20ft,15000,26.0,5.5793,Rejected,2024-09-17,2024-09-17,0,On-Time,Inbound
SHP-00019,LD-00019,2024-10-01,October,2024,Gati Kinetic,Road,Personal Care,India,West,Maharashtra,Pune,000000,Pune,India,North,Delhi,Delhi,110001,Delhi,1391,311.8,2,Delivered,3451.72,2024-10-01,LCV,3500,9.0,0.3099,Accepted,2024-10-03,2024-10-03,0,On-Time,Inbound
SHP-00020,LD-00020,2025-02-13,February,2025,Delhivery,Road,Household,India,East,West Bengal,Kolkata,000000,Kolkata,India,West,Maharashtra,Mumbai,400001,Mumbai,2042,1158.2,3,Delivered,4856.07,2025-02-13,Reefer 20ft,15000,26.0,1.4793,Accepted,2025-02-16,2025-02-16,0,On-Time,Inbound
SHP-00021,LD-00021,2024-09-18,September,2024,DTDC,Road,Personal Care,India,North,Delhi,Delhi,000000,Delhi,India,West,Maharashtra,Mumbai,400001,Mumbai,1366,372.7,2,Delivered,3106.09,2024-09-18,Reefer 20ft,15000,26.0,0.5153,Accepted,2024-09-20,2024-09-20,0,On-Time,Inbound
SHP-00022,LD-00022,2024-11-07,November,2024,Delhivery,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,South,Karnataka,Bangalore,560001,Bangalore,1846,354.3,2,Delivered,4979.58,2024-11-07,LCV,3500,9.0,0.4187,Accepted,2024-11-09,2024-11-09,0,On-Time,Inbound
SHP-00023,LD-00023,2024-09-14,September,2024,DTDC,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,1005,1656.9,2,Delivered,2301.95,2024-09-14,MCV,8000,18.0,1.9147,Accepted,2024-09-16,2024-09-16,0,On-Time,Inbound
SHP-00024,LD-00024,2025-01-18,January,2025,Delhivery,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1485,349.6,2,Delivered,4169.05,2025-01-18,LCV,3500,9.0,0.384,Accepted,2025-01-20,2025-01-20,0,On-Time,Inbound
SHP-00025,LD-00025,2025-01-22,January,2025,DTDC,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1532,1772.3,2,Delivered,3050.07,2025-01-22,32ft Container,25000,38.0,2.1497,Accepted,2025-01-24,2025-01-24,0,On-Time,Inbound
SHP-00026,LD-00026,2024-11-08,November,2024,Delhivery,Road,Household,India,East,West Bengal,Kolkata,000000,Kolkata,India,West,Maharashtra,Mumbai,400001,Mumbai,2088,2273.3,2,Delivered,5265.57,2024-11-08,32ft Container,25000,38.0,2.7723,Accepted,2024-11-10,2024-11-10,0,On-Time,Inbound
SHP-00027,LD-00027,2025-02-16,February,2025,Blue Dart,Road,Food & Beverages,India,West,Maharashtra,Pune,000000,Pune,India,North,Delhi,Delhi,110001,Delhi,1407,1363.0,1,Delivered,4897.92,2025-02-16,Reefer 20ft,15000,26.0,1.6942,Accepted,2025-02-17,2025-02-20,3,Delayed,Inbound
SHP-00028,LD-00028,2024-11-07,November,2024,Ekart Logistics,Road,Food & Beverages,India,North,Delhi,Delhi,000000,Delhi,India,West,Maharashtra,Mumbai,400001,Mumbai,1379,1566.4,4,Delivered,2694.67,2024-11-07,Reefer 20ft,15000,26.0,1.8494,Accepted,2024-11-11,2024-11-11,0,On-Time,Inbound
SHP-00029,LD-00029,2024-09-01,September,2024,Gati Kinetic,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,59,932.8,3,Delivered,136.33,2024-09-01,LCV,3500,9.0,1.2109,Accepted,2024-09-04,2024-09-06,2,Delayed,Inbound
SHP-00030,LD-00030,2024-11-19,November,2024,Ekart Logistics,Road,Personal Care,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,South,Karnataka,Bangalore,560001,Bangalore,2186,364.2,2,Delivered,4588.97,2024-11-19,MCV,8000,18.0,0.4681,Accepted,2024-11-21,2024-11-21,0,On-Time,Inbound
SHP-00031,LD-00031,2025-01-19,January,2025,Gati Kinetic,Road,Personal Care,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,South,Karnataka,Bangalore,560001,Bangalore,2165,453.8,2,Delivered,5168.14,2025-01-19,32ft Container,25000,38.0,0.6124,Accepted,2025-01-21,2025-01-21,0,On-Time,Inbound
SHP-00032,LD-00032,2024-11-12,November,2024,Blue Dart,Road,Personal Care,India,North,Delhi,Delhi,000000,Delhi,India,South,Karnataka,Bangalore,560001,Bangalore,2128,141.2,2,Delivered,7227.11,2024-11-12,LCV,3500,9.0,0.1603,Accepted,2024-11-14,2024-11-14,0,On-Time,Inbound
SHP-00033,LD-00033,2025-02-04,February,2025,Gati Kinetic,Road,Food & Beverages,India,West,Maharashtra,Pune,000000,Pune,India,North,Delhi,Delhi,110001,Delhi,1383,1363.0,3,Delivered,3422.8,2025-02-04,32ft Container,25000,38.0,1.5031,Rejected,2025-02-07,2025-02-07,0,On-Time,Inbound
SHP-00034,LD-00034,2024-10-16,October,2024,Delhivery,Road,Personal Care,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1497,522.9,2,Delivered,4126.83,2024-10-16,MCV,8000,18.0,0.6939,Accepted,2024-10-18,2024-10-18,0,On-Time,Inbound
SHP-00035,LD-00035,2025-02-04,February,2025,Gati Kinetic,Road,Personal Care,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,1031,322.7,3,Delivered,2349.31,2025-02-04,LCV,3500,9.0,0.3666,Accepted,2025-02-07,2025-02-11,4,Delayed,Inbound
SHP-00036,LD-00036,2024-11-10,November,2024,Delhivery,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,952,1115.4,2,Delivered,2302.35,2024-11-10,20ft Container,18000,28.0,1.4143,Accepted,2024-11-12,2024-11-12,0,On-Time,Inbound
SHP-00037,LD-00037,2024-12-16,December,2024,Blue Dart,Road,Personal Care,India,West,Maharashtra,Pune,000000,Pune,India,North,Delhi,Delhi,110001,Delhi,1462,207.5,1,Delivered,4749.22,2024-12-16,20ft Container,18000,28.0,0.2011,Accepted,2024-12-17,2024-12-17,0,On-Time,Inbound
SHP-00038,LD-00038,2024-12-17,December,2024,Gati Kinetic,Road,Personal Care,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,West,Maharashtra,Mumbai,400001,Mumbai,1420,417.8,2,Delivered,3398.21,2024-12-17,LCV,3500,9.0,0.43,Accepted,2024-12-19,2024-12-19,0,On-Time,Inbound
SHP-00039,LD-00039,2024-12-29,December,2024,Delhivery,Road,Household,India,East,West Bengal,Kolkata,000000,Kolkata,India,South,Karnataka,Bangalore,560001,Bangalore,1837,2478.8,3,Delivered,5126.63,2024-12-29,MCV,8000,18.0,2.857,Accepted,2025-01-01,2025-01-01,0,On-Time,Inbound
SHP-00040,LD-00040,2024-10-25,October,2024,DTDC,Road,Personal Care,India,East,West Bengal,Kolkata,000000,Kolkata,India,West,Maharashtra,Mumbai,400001,Mumbai,2062,572.6,2,Delivered,4840.26,2024-10-25,MCV,8000,18.0,0.714,Accepted,2024-10-27,2024-10-27,0,On-Time,Inbound
SHP-00041,LD-00041,2024-10-28,October,2024,DTDC,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,951,942.9,3,Delivered,2081.14,2024-10-28,32ft Container,25000,38.0,1.1077,Accepted,2024-10-31,2024-10-31,0,On-Time,Inbound
SHP-00042,LD-00042,2024-12-04,December,2024,DTDC,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,North,Delhi,Delhi,110001,Delhi,1378,1044.3,2,Delivered,3079.31,2024-12-04,LCV,3500,9.0,1.3795,Accepted,2024-12-06,2024-12-06,0,On-Time,Inbound
SHP-00043,LD-00043,2024-10-21,October,2024,Gati Kinetic,Road,Household,India,East,West Bengal,Kolkata,000000,Kolkata,India,South,Karnataka,Bangalore,560001,Bangalore,1892,2959.7,2,Delivered,4797.48,2024-10-21,20ft Container,18000,28.0,3.4659,Accepted,2024-10-23,2024-10-23,0,On-Time,Inbound
SHP-00044,LD-00044,2025-01-08,January,2025,Blue Dart,Road,Personal Care,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,61,376.4,1,Delivered,210.49,2025-01-08,LCV,3500,9.0,0.3743,Accepted,2025-01-09,2025-01-09,0,On-Time,Inbound
SHP-00045,LD-00045,2025-01-12,January,2025,Delhivery,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1511,3382.7,1,Delivered,4188.46,2025-01-12,LCV,3500,9.0,3.9676,Accepted,2025-01-13,2025-01-13,0,On-Time,Inbound
SHP-00046,LD-00046,2025-01-24,January,2025,Gati Kinetic,Road,Personal Care,India,West,Maharashtra,Pune,000000,Pune,India,West,Maharashtra,Mumbai,400001,Mumbai,25,313.6,1,Delivered,63.57,2025-01-24,32ft Container,25000,38.0,0.352,Accepted,2025-01-25,2025-01-25,0,On-Time,Inbound
SHP-00047,LD-00047,2024-09-03,September,2024,Ekart Logistics,Road,Household,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,South,Karnataka,Bangalore,560001,Bangalore,2157,2468.2,4,Delivered,4566.74,2024-09-03,MCV,8000,18.0,2.9488,Accepted,2024-09-07,2024-09-07,0,On-Time,Inbound
SHP-00048,LD-00048,2024-11-18,November,2024,Delhivery,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1522,886.8,2,Delivered,3839.92,2024-11-18,Reefer 20ft,15000,26.0,1.0807,Accepted,2024-11-20,2024-11-20,0,On-Time,Inbound
SHP-00049,LD-00049,2024-10-01,October,2024,Delhivery,Road,Food & Beverages,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,West,Maharashtra,Mumbai,400001,Mumbai,1462,526.7,2,Delivered,3819.93,2024-10-01,Reefer 20ft,15000,26.0,0.5658,Accepted,2024-10-03,2024-10-05,2,Delayed,Inbound
SHP-00050,LD-00050,2024-10-29,October,2024,DTDC,Road,Personal Care,India,West,Maharashtra,Pune,000000,Pune,India,North,Delhi,Delhi,110001,Delhi,1435,560.1,3,Delivered,3025.76,2024-10-29,20ft Container,18000,28.0,0.7405,Accepted,2024-11-01,2024-11-01,0,On-Time,Inbound
SHP-00051,LD-00051,2024-09-04,September,2024,Blue Dart,Road,Personal Care,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,986,299.4,1,Delivered,3149.99,2024-09-04,20ft Container,18000,28.0,0.3577,Accepted,2024-09-05,2024-09-05,0,On-Time,Inbound
SHP-00052,LD-00052,2024-10-09,October,2024,Delhivery,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,1014,666.9,2,Delivered,2491.76,2024-10-09,Reefer 20ft,15000,26.0,0.7889,Accepted,2024-10-11,2024-10-12,1,Delayed,Inbound
SHP-00053,LD-00053,2025-01-29,January,2025,DTDC,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,0,2215.0,2,Delivered,0.0,2025-01-29,20ft Container,18000,28.0,2.5632,Accepted,2025-01-31,2025-02-01,1,Delayed,Inbound
SHP-00054,LD-00054,2024-12-25,December,2024,Gati Kinetic,Road,Personal Care,India,West,Maharashtra,Mumbai,000000,Mumbai,India,North,Delhi,Delhi,110001,Delhi,1374,263.9,2,Delivered,3421.18,2024-12-25,MCV,8000,18.0,0.3297,Accepted,2024-12-27,2024-12-27,0,On-Time,Inbound
SHP-00055,LD-00055,2024-09-30,September,2024,Gati Kinetic,Road,Personal Care,India,West,Maharashtra,Pune,000000,Pune,India,South,Karnataka,Bangalore,560001,Bangalore,971,46.7,1,Delivered,2302.04,2024-09-30,Reefer 20ft,15000,26.0,0.0632,Accepted,2024-10-01,2024-10-01,0,On-Time,Inbound
SHP-00056,LD-00056,2025-01-07,January,2025,DTDC,Road,Personal Care,India,East,West Bengal,Kolkata,000000,Kolkata,India,West,Maharashtra,Mumbai,400001,Mumbai,2062,87.6,1,Delivered,4106.23,2025-01-07,Reefer 20ft,15000,26.0,0.115,Accepted,2025-01-08,2025-01-08,0,On-Time,Inbound
SHP-00057,LD-00057,2025-01-26,January,2025,DTDC,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,946,1861.3,2,Delivered,2068.72,2025-01-26,MCV,8000,18.0,2.3267,Accepted,2025-01-28,2025-01-28,0,On-Time,Inbound
SHP-00058,LD-00058,2024-11-24,November,2024,Delhivery,Road,Household,India,East,West Bengal,Kolkata,000000,Kolkata,India,West,Maharashtra,Mumbai,400001,Mumbai,2041,2314.4,1,Delivered,5109.74,2024-11-24,MCV,8000,18.0,2.6653,Accepted,2024-11-25,2024-11-25,0,On-Time,Inbound
SHP-00059,LD-00059,2024-12-28,December,2024,Ekart Logistics,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,-4,1247.1,3,Delivered,-8.68,2024-12-28,Reefer 20ft,15000,26.0,1.3939,Accepted,2024-12-31,2024-12-31,0,On-Time,Inbound
SHP-00060,LD-00060,2024-09-08,September,2024,Blue Dart,Road,Personal Care,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,946,231.3,2,Delivered,2860.52,2024-09-08,MCV,8000,18.0,0.2991,Accepted,2024-09-10,2024-09-10,0,On-Time,Inbound
SHP-00061,LD-00061,2025-02-13,February,2025,Blue Dart,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,North,Delhi,Delhi,110001,Delhi,1423,2712.9,1,Delivered,4600.29,2025-02-13,32ft Container,25000,38.0,3.3013,Accepted,2025-02-14,2025-02-14,0,On-Time,Inbound
SHP-00062,LD-00062,2024-11-10,November,2024,Blue Dart,Road,Personal Care,India,North,Delhi,Delhi,000000,Delhi,India,South,Karnataka,Bangalore,560001,Bangalore,2192,635.0,2,Delivered,6731.8,2024-11-10,LCV,3500,9.0,0.7484,Accepted,2024-11-12,2024-11-12,0,On-Time,Inbound
SHP-00063,LD-00063,2024-12-24,December,2024,Delhivery,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,1008,2672.2,1,Delivered,2559.46,2024-12-24,32ft Container,25000,38.0,3.2411,Accepted,2024-12-25,2024-12-25,0,On-Time,Inbound
SHP-00064,LD-00064,2024-12-31,December,2024,DTDC,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,43,1925.5,3,Delivered,103.39,2024-12-31,32ft Container,25000,38.0,2.2158,Accepted,2025-01-03,2025-01-03,0,On-Time,Inbound
SHP-00065,LD-00065,2024-12-22,December,2024,Blue Dart,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,978,1451.1,2,Delivered,3206.75,2024-12-22,LCV,3500,9.0,1.622,Accepted,2024-12-24,2024-12-24,0,On-Time,Inbound
SHP-00066,LD-00066,2024-12-07,December,2024,Ekart Logistics,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,North,Delhi,Delhi,110001,Delhi,1395,4352.8,3,Delivered,2863.19,2024-12-07,20ft Container,18000,28.0,4.8021,Accepted,2024-12-10,2024-12-10,0,On-Time,Inbound
SHP-00067,LD-00067,2024-09-26,September,2024,Gati Kinetic,Road,Household,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1525,148.3,2,Delivered,3568.38,2024-09-26,LCV,3500,9.0,0.1867,Accepted,2024-09-28,2024-09-28,0,On-Time,Inbound
SHP-00068,LD-00068,2024-10-17,October,2024,Ekart Logistics,Road,Household,India,East,West Bengal,Kolkata,000000,Kolkata,India,South,Karnataka,Bangalore,560001,Bangalore,1838,895.3,2,Delivered,3479.1,2024-10-17,Reefer 20ft,15000,26.0,1.0533,Accepted,2024-10-19,2024-10-19,0,On-Time,Inbound
SHP-00069,LD-00069,2024-12-29,December,2024,Blue Dart,Road,Food & Beverages,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,West,Maharashtra,Mumbai,400001,Mumbai,1423,1237.3,1,Delivered,4868.08,2024-12-29,LCV,3500,9.0,1.6146,Accepted,2024-12-30,2024-12-30,0,On-Time,Inbound
SHP-00070,LD-00070,2024-10-31,October,2024,Blue Dart,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,West,Maharashtra,Mumbai,400001,Mumbai,15,959.1,1,Delivered,43.28,2024-10-31,MCV,8000,18.0,1.197,Accepted,2024-11-01,2024-11-01,0,On-Time,Inbound
SHP-00071,LD-00071,2025-01-06,January,2025,Ekart Logistics,Road,Personal Care,India,West,Maharashtra,Mumbai,000000,Mumbai,India,South,Karnataka,Bangalore,560001,Bangalore,1021,250.6,4,Delivered,2146.38,2025-01-06,LCV,3500,9.0,0.2677,Accepted,2025-01-10,2025-01-10,0,On-Time,Inbound
SHP-00072,LD-00072,2025-02-08,February,2025,Blue Dart,Road,Food & Beverages,India,North,Delhi,Delhi,000000,Delhi,India,South,Karnataka,Bangalore,560001,Bangalore,2137,810.4,1,Delivered,6601.41,2025-02-08,20ft Container,18000,28.0,0.9872,Accepted,2025-02-09,2025-02-09,0,On-Time,Inbound
SHP-00073,LD-00073,2024-12-03,December,2024,Ekart Logistics,Road,Food & Beverages,India,North,Delhi,Delhi,000000,Delhi,India,North,Delhi,Delhi,110001,Delhi,-6,1738.0,4,Delivered,-11.92,2024-12-03,LCV,3500,9.0,1.9749,Rejected,2024-12-07,2024-12-07,0,On-Time,Inbound
SHP-00074,LD-00074,2024-12-03,December,2024,Ekart Logistics,Road,Household,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1554,3122.9,2,Delivered,3034.05,2024-12-03,LCV,3500,9.0,3.8428,Accepted,2024-12-05,2024-12-05,0,On-Time,Inbound
SHP-00075,LD-00075,2024-12-30,December,2024,Delhivery,Road,Food & Beverages,India,East,West Bengal,Kolkata,000000,Kolkata,India,West,Maharashtra,Mumbai,400001,Mumbai,2113,366.8,2,Delivered,5393.04,2024-12-30,LCV,3500,9.0,0.4262,Accepted,2025-01-01,2025-01-03,2,Delayed,Inbound
SHP-00076,LD-00076,2024-09-30,September,2024,Gati Kinetic,Road,Food & Beverages,India,North,Uttar Pradesh,Ghaziabad,000000,Ghaziabad,India,North,Delhi,Delhi,110001,Delhi,33,495.2,2,Delivered,80.58,2024-09-30,Reefer 20ft,15000,26.0,0.6072,Accepted,2024-10-02,2024-10-02,0,On-Time,Inbound
SHP-00077,LD-00077,2025-02-05,February,2025,Gati Kinetic,Road,Household,India,East,West Bengal,Kolkata,000000,Kolkata,India,West,Maharashtra,Mumbai,400001,Mumbai,2099,2886.3,3,Delivered,5442.32,2025-02-05,LCV,3500,9.0,3.6807,Accepted,2025-02-08,2025-02-08,0,On-Time,Inbound
SHP-00078,LD-00078,2024-10-19,October,2024,DTDC,Road,Personal Care,India,East,West Bengal,Kolkata,000000,Kolkata,India,North,Delhi,Delhi,110001,Delhi,1486,226.8,3,Delivered,3456.72,2024-10-19,20ft Container,18000,28.0,0.3157,Accepted,2024-10-22,2024-10-22,0,On-Time,Inbound
SHP-00079,LD-00079,2025-01-20,January,2025,Blue Dart,Road,Food & Beverages,India,West,Maharashtra,Pune,000000,Pune,India,North,Delhi,Delhi,110001,Delhi,1381,943.8,2,Delivered,4454.74,2025-01-20,32ft Container,25000,38.0,1.0349,Accepted,2025-01-22,2025-01-22,0,On-Time,Inbound
SHP-00080,LD-00080,2024-09-04,September,2024,Delhivery,Road,Household,India,West,Maharashtra,Mumbai,000000,Mumbai,India,North,Delhi,Delhi,110001,Delhi,1459,1478.2,3,Delivered,3733.43,2024-09-04,32ft Container,25000,38.0,1.8541,Accepted,2024-09-07,2024-09-07,0,On-Time,Inbound
SHP-00081,LD-00081,2024-12-02,December,2024,Gati Kinetic,Road,Food & Beverages,India,West,Maharashtra,Mumbai,000000,Mumbai,India,North,Delhi,Delhi,110001,Delhi,1423,1220.5,3,Delivered,3513.11,2024-12-02,LCV,3500,9.0,1.4661,Rejected,2024-12-05,2024-12-06,1,Delayed,Inbound
