Shipment ID,Load ID,Date,Month,Year,Carrier Name,Mode of Transport,Product Type,Origin Country,Origin Region,Origin State,Origin City,Origin Zipcode,Origin Area,Destination Country,Destination Region,Destination State,Destination City,Destination Zipcode,Destination Area,Distance_km,Total_Weight_in_Shipment_kg,Transit Time (Days),Operational Status,Shipment Cost (USD),Shipment Planned,Equipment,Equipment Weight Capacity (KG),Equipment_VolumeCapacity_m3,Total Volume in Shipment_m3,Tendered Status,Estimated Delivery Date,Actual_Delivery_Date,Delays,On-Time / Delayed / In-Transit,Shipment Order Type
SHP102940,LD202940,00:00.0,Jun,2025,FastLane,Sea,Direct Materials,United States,Northeast,New York,New York,10001,Manhattan,United States,North America,Texas,Houston,77001,Southeastern Texas,5010,1814.5,7,In Transit,2089.52,Auto,Flatbed Trailer,30000,120,7.26,Accepted,00:00.0,NULL,NULL,In Transit,Multi-Order
SHP102930,LD202930,00:00.0,Jun,2025,FastLane,Truck,Finished Goods,China,Asia,Beijing Municipality,Beijing,100000,North China,India,Asia,Kerala,Kochi,682001,Southwestern Coast of India,2031,1379.7,4,Delivered,1021.84,Auto,20FT Dry Container,25400,33,5.52,Rejected,00:00.0,00:00.0,-2,Delayed,Multi-Order
SHP102907,LD202907,00:00.0,Jun,2025,Continental Logistics,Truck,Semi Finished Goods,India,Asia,West Bengal,Kolkata,700001,Eastern India,United States,North America,New York,New York City,10292,Northeastern US,4620,858.5,2,Delivered,822.76,Auto,53FT Dry Van Trailer,20412,115,3.43,Accepted,00:00.0,00:00.0,-5,Delayed,Multi-Order
SHP102920,LD202920,00:00.0,Jun,2025,Hapag Lyod,Truck,Direct Materials,India,Asia,West Bengal,Kolkata,700001,Eastern India,United States,West,California,Los Angeles,90001,South Los Angeles,1030,1655.9,2,Delivered,877.72,Manual,20FT Dry Container,25400,33,6.62,Accepted,00:00.0,00:00.0,-5,Delayed,Multi-Order
SHP102931,LD202931,00:00.0,Jun,2025,GlobeShip,Sea,Finished Goods,United States,North America,Maryland,Baltimore,21298,Mid-Atlantic US,India,Asia,Maharashtra,Mumbai,400001,Western India,2241,519.1,4,In Transit,1519.12,Auto,Flatbed Trailer,30000,120,2.08,Rejected,00:00.0,NULL,NULL,In Transit,Multi-Order
SHP102927,LD202927,00:00.0,Jun,2025,AMAZON LOGISTICS,Truck,Semi Finished Goods,United States,Northeast,New York,New York,10001,Manhattan,United States,North America,Georgia,Atlanta,30301,Southeastern US,4286,1204.7,4,Delivered,2113.95,Auto,40FT REEFER,25000,68,4.82,Rejected,00:00.0,00:00.0,-4,Delayed,Multi-Order
SHP102993,LD202993,00:00.0,Jun,2025,GlobeShip,Truck,Direct Materials,India,Asia,West Bengal,Kolkata,700001,Eastern India,United States,West,California,Los Angeles,90001,South Los Angeles,2173,1153.5,1,In Transit,1128.23,Auto,40FT High Cube Container,26460,76,4.61,Rejected,00:00.0,NULL,NULL,In Transit,Multi-Order
SHP102916,LD202916,00:00.0,Jun,2025,ONE Liner,Air,Finished Goods,China,Asia,Beijing Municipality,Beijing,100000,North China,United States,North America,Florida,Miami,33299,South Florida,1115,2106.5,1,In Transit,591.93,Auto,53FT Dry Van Trailer,20412,115,8.43,Accepted,00:00.0,NULL,NULL,In Transit,Multi-Order
SHP102963,LD202963,00:00.0,Jun,2025,BlueWave,Truck,Semi Finished Goods,United States,North America,Illinois,Chicago,60601,Midwest US,United States,North America,Florida,Miami,33299,South Florida,2954,2302.6,5,Delivered,1070.15,Auto,40FT REEFER,25000,68,9.21,Accepted,00:00.0,00:00.0,-4,Delayed,Multi-Order
SHP102961,LD202961,00:00.0,Jun,2025,UPS,Truck,Direct Materials,India,Asia,West Bengal,Kolkata,700001,Eastern India,United States,North America,Massachusetts,Boston,2108,New England,2607,1920.5,4,Cancelled,1327.65,Auto,Flatbed Trailer,30000,120,7.68,Accepted,00:00.0,NULL,NULL,Cancelled,Single
SHP102965,LD202965,00:00.0,Jun,2025,AlphaTrans,Rail,Finished Goods,United States,North America,Colorado,Denver,80201,"Front Range, Colorado",United States,Northeast,New York,New York,10001,Manhattan,1451,1804.4,4,In Transit,1435.42,Auto,53FT Dry Van Trailer,20412,115,7.22,Accepted,00:00.0,NULL,NULL,In Transit,Multi-Order
SHP102958,LD202958,00:00.0,Jun,2025,Hapag Lyod,Sea,Semi Finished Goods,United States,North America,Arizona,Phoenix,85099,Southwestern US,United States,North America,Massachusetts,Boston,2108,New England,2807,1673.9,3,In Transit,2022.49,Auto,40FT REEFER,25000,68,6.7,Accepted,00:00.0,NULL,NULL,In Transit,Multi-Order
SHP102994,LD202994,00:00.0,Jun,2025,DHL Express,Air,Direct Materials,India,Asia,West Bengal,Kolkata,700001,Eastern India,United States,North America,Maryland,Baltimore,21298,Mid-Atlantic US,3421,1018.8,2,Delivered,1351.59,Auto,40FT Standard Container,26730,67,4.08,Accepted,00:00.0,00:00.0,-3,Delayed,Multi-Order
SHP102934,LD202934,00:00.0,Jun,2025,GlobeShip,Truck,Finished Goods,United States,North America,Pennsylvania,Philadelphia,19019,Mid-Atlantic US,India,Asia,Delhi(NCT),Delhi,110001,Northern India,3876,1132.5,6,Delivered,1363.54,Auto,20FT Dry Container,25400,33,4.53,Accepted,00:00.0,00:00.0,-2,Delayed,Multi-Order
SHP102970,LD202970,00:00.0,Jun,2025,UPS,Air,Semi Finished Goods,United States,North America,New York,New York City,10292,Northeastern US,United States,North America,Pennsylvania,Philadelphia,19019,Mid-Atlantic US,2150,2045.5,2,Cancelled,1792.88,Auto,40FT High Cube Container,26460,76,8.18,Accepted,00:00.0,NULL,NULL,Cancelled,Multi-Order
SHP102909,LD202909,00:00.0,Jun,2025,AlphaTrans,Truck,Direct Materials,United States,North America,Georgia,Atlanta,30301,Southeastern US,United Kingdom,England,Greater London,London,EC1A,City of London/Clerkenwell,2118,990,4,Delivered,1565.56,Auto,40FT Standard Container,26730,67,3.96,Accepted,00:00.0,00:00.0,1,On-Time,Multi-Order
SHP102967,LD202967,00:00.0,Jun,2025,MSC,Truck,Finished Goods,India,Asia,Maharashtra,Mumbai,400001,Western India,United States,North America,Illinois,Chicago,60601,Midwest US,3134,2338.8,4,Delivered,1283.44,Auto,40FT High Cube Container,26460,76,9.36,Accepted,00:00.0,00:00.0,-5,Delayed,Multi-Order
SHP102969,LD202969,00:00.0,Jun,2025,AlphaTrans,Rail,Semi Finished Goods,Japan,Asia,Tokyo Metropolis,Tokyo,100-0001,Kanto Region,United States,North America,Nevada,Las Vegas,88901,Southern Nevada,1087,1339.9,3,Cancelled,976.62,Auto,40FT REEFER,25000,68,5.36,Accepted,00:00.0,NULL,NULL,Cancelled,Multi-Order
SHP102983,LD202983,00:00.0,Jun,2025,DHL Express,Air,Direct Materials,India,Asia,Andhra Pradesh,Visakhapatnam,530001,Eastern Coast of India,India,Asia,Tamilnadu,Chennai,600001,Southeastern Coast of India,3426,1458.2,3,Delivered,2604.06,Auto,Flatbed Trailer,30000,120,5.83,Accepted,00:00.0,00:00.0,1,On-Time,Multi-Order
SHP102912,LD202912,00:00.0,Jun,2025,MSC,Truck,Finished Goods,United States,North America,Georgia,Atlanta,30301,Southeastern US,India,Asia,Kerala,Kochi,682001,Southwestern Coast of India,4715,1036.7,5,In Transit,1556.89,Auto,Flatbed Trailer,30000,120,4.15,Accepted,00:00.0,NULL,NULL,In Transit,Multi-Order
SHP102921,LD202921,00:00.0,Jun,2025,AlphaTrans,Sea,Semi Finished Goods,United States,North America,Georgia,Atlanta,30301,Southeastern US,United States,North America,Texas,Dallas,75398,North Texas,3431,1207.5,3,Delivered,2411.06,Auto,53FT Dry Van Trailer,20412,115,4.83,Rejected,00:00.0,00:00.0,-2,Delayed,Multi-Order
SHP102903,LD202903,00:00.0,Jun,2025,MSC,Air,Direct Materials,United States,Northeast,New York,New York,10001,Manhattan,United States,West,California,Los Angeles,90001,South Los Angeles,2372,1877.9,2,Delivered,758.83,Auto,53FT Dry Van Trailer,20412,115,7.51,Accepted,00:00.0,00:00.0,-2,Delayed,Multi-Order
SHP102925,LD202925,00:00.0,Jun,2025,ONE Liner,Rail,Finished Goods,United States,Northeast,New York,New York,10001,Manhattan,United States,North America,Florida,Miami,33299,South Florida,213,1735.4,3,In Transit,166.26,Auto,53FT Dry Van Trailer,20412,115,6.94,Accepted,00:00.0,NULL,NULL,In Transit,Multi-Order
SHP102990,LD202990,00:00.0,Jun,2025,AMAZON LOGISTICS,Truck,Semi Finished Goods,Germany,Berlin,Berlin,Berlin,10115,Mitte,United States,Northeast,New York,New York,10001,Manhattan,1347,1778,2,Delivered,1322.71,Auto,53FT Dry Van Trailer,20412,115,7.11,Accepted,00:00.0,00:00.0,-1,Delayed,Multi-Order
SHP102948,LD202948,00:00.0,Jun,2025,FastLane,Sea,Direct Materials,United States,North America,Pennsylvania,Philadelphia,19019,Mid-Atlantic US,United States,North America,Texas,Dallas,75398,North Texas,4362,710.6,3,In Transit,2349.47,Auto,40FT REEFER,25000,68,2.84,Rejected,00:00.0,NULL,NULL,In Transit,Multi-Order
SHP102917,LD202917,00:00.0,Jun,2025,BlueWave,Truck,Finished Goods,India,Asia,Tamilnadu,Chennai,600001,Southeastern Coast of India,United States,North America,Texas,Dallas,75398,North Texas,1258,1812.9,3,Delivered,716.76,Auto,Flatbed Trailer,30000,120,7.25,Rejected,00:00.0,00:00.0,-3,Delayed,Multi-Order
SHP102914,LD202914,00:00.0,Jun,2025,FastLane,Truck,Semi Finished Goods,United States,North America,Tennessee,Nashville,37201,Central Tennessee,United States,North America,California,Los Angeles,90001,Southern California,2565,1377.6,1,Delivered,1265.16,Auto,20FT Dry Container,25400,33,5.51,Accepted,00:00.0,00:00.0,-3,Delayed,Multi-Order
SHP102995,LD202995,00:00.0,Jun,2025,Fedex ,Truck,Direct Materials,United States,North America,California,Los Angeles,90001,Southern California,United States,North America,Maryland,Baltimore,21298,Mid-Atlantic US,885,1071,1,In Transit,602.64,Auto,20FT Dry Container,25400,33,4.28,Accepted,00:00.0,NULL,NULL,In Transit,Multi-Order
SHP102950,LD202950,00:00.0,Jun,2025,DHL Express,Truck,Finished Goods,United States,North America,Pennsylvania,Philadelphia,19019,Mid-Atlantic US,United States,North America,Maryland,Baltimore,21298,Mid-Atlantic US,4798,851.7,6,Delivered,1975.3,Auto,40FT High Cube Container,26460,76,3.41,Accepted,00:00.0,00:00.0,-3,Delayed,Multi-Order
SHP102905,LD202905,00:00.0,Jun,2025,BlueWave,Air,Semi Finished Goods,Germany,Berlin,Berlin,Berlin,10115,Mitte,United States,Northeast,New York,New York,10001,Manhattan,2207,1530.4,4,Delivered,1481.41,Auto,Flatbed Trailer,30000,120,6.12,Rejected,00:00.0,00:00.0,-1,Delayed,Multi-Order
SHP102919,LD202919,00:00.0,Jun,2025,AMAZON LOGISTICS,Truck,Direct Materials,India,Asia,Tamilnadu,Chennai,600001,Southeastern Coast of India,Germany,Berlin,Berlin,Berlin,10115,Mitte,1863,1698.1,1,Cancelled,1047.96,Auto,Flatbed Trailer,30000,120,6.79,Accepted,00:00.0,NULL,NULL,Cancelled,Multi-Order
SHP102915,LD202915,00:00.0,Jun,2025,Continental Logistics,Truck,Finished Goods,India,Asia,Tamilnadu,Chennai,600001,Southeastern Coast of India,India,Asia,Maharashtra,Mumbai,400001,Western India,1016,1104.4,2,Cancelled,537.43,Auto,20FT Dry Container,25400,33,4.42,Accepted,00:00.0,NULL,NULL,Cancelled,Multi-Order
SHP102987,LD202987,00:00.0,Jun,2025,Hapag Lyod,Rail,Semi Finished Goods,United States,North America,Georgia,Atlanta,30301,Southeastern US,Germany,Berlin,Berlin,Berlin,10115,Mitte,3047,1267.2,4,Delivered,1619.25,Auto,Flatbed Trailer,30000,120,5.07,Accepted,00:00.0,00:00.0,-4,Delayed,Multi-Order
SHP102901,LD202901,00:00.0,Jun,2025,Hapag Lyod,Truck,Direct Materials,United States,North America,Nevada,Las Vegas,88901,Southern Nevada,India,Asia,Maharashtra,Mumbai,400001,Western India,2822,211.4,6,Delivered,76.95,Auto,40FT Standard Container,26730,67,0.85,Rejected,00:00.0,00:00.0,-2,Delayed,Multi-Order
SHP102968,LD202968,00:00.0,Jun,2025,KKW Trucking Inc.,Air,Finished Goods,India,Asia,Andhra Pradesh,Visakhapatnam,530001,Eastern Coast of India,India,Asia,Kerala,Kochi,682001,Southwestern Coast of India,2104,741.8,4,Delivered,1327.49,Auto,53FT Dry Van Trailer,20412,115,2.97,Accepted,00:00.0,00:00.0,-3,Delayed,Multi-Order
SHP102939,LD202939,00:00.0,Jun,2025,AlphaTrans,Air,Semi Finished Goods,India,Asia,Tamilnadu,Chennai,600001,Southeastern Coast of India,United States,Northeast,New York,New York,10001,Manhattan,4853,3138,9,Delivered,2564.15,Auto,40FT Standard Container,26730,67,12.55,Accepted,00:00.0,00:00.0,-1,Delayed,Multi-Order
SHP102974,LD202974,00:00.0,Jun,2025,UPS,Truck,Direct Materials,India,Asia,Maharashtra,Mumbai,400001,Western India,United States,North America,Nevada,Las Vegas,88901,Southern Nevada,2679,2643.3,3,Cancelled,701.34,Auto,40FT Standard Container,26730,67,10.57,Accepted,00:00.0,NULL,NULL,Cancelled,Multi-Order
SHP102949,LD202949,00:00.0,Jun,2025,AMAZON LOGISTICS,Truck,Finished Goods,United Kingdom,England,Greater London,London,EC1A,City of London/Clerkenwell,United States,North America,Massachusetts,Boston,2108,New England,2841,1980.5,2,Delivered,570.98,Auto,20FT Dry Container,25400,33,7.92,Accepted,00:00.0,00:00.0,0,On-Time,Multi-Order
SHP102959,LD202959,00:00.0,Jun,2025,Fedex ,Sea,Semi Finished Goods,United States,North America,Colorado,Denver,80201,"Front Range, Colorado",United States,North America,Nevada,Las Vegas,88901,Southern Nevada,3555,540.8,3,Delivered,1773.51,Auto,40FT High Cube Container,26460,76,2.16,Rejected,00:00.0,00:00.0,-4,Delayed,Multi-Order
SHP102973,LD202973,00:00.0,Jun,2025,KKW Trucking Inc.,Truck,Direct Materials,United States,North America,Texas,Houston,77001,Southeastern Texas,United States,North America,Arizona,Phoenix,85099,Southwestern US,3137,778.2,3,Delivered,2417.02,Auto,40FT REEFER,25000,68,3.11,Rejected,00:00.0,00:00.0,-3,Delayed,Multi-Order
SHP102986,LD202986,00:00.0,Jun,2025,Continental Logistics,Truck,Finished Goods,United States,North America,California,Los Angeles,90001,Southern California,United States,Northeast,New York,New York,10001,Manhattan,50,1384,1,Delivered,1307.01,Auto,40FT Standard Container,26730,67,5.54,Rejected,00:00.0,00:00.0,-3,Delayed,Multi-Order
SHP102966,LD202966,00:00.0,Jun,2025,GlobeShip,Truck,Semi Finished Goods,United States,North America,California,Los Angeles,90001,Southern California,United States,North America,New York,New York City,10292,Northeastern US,2354,1770.9,3,Delivered,1261.22,Auto,Flatbed Trailer,30000,120,7.08,Accepted,00:00.0,00:00.0,-1,Delayed,Multi-Order
SHP102911,LD202911,00:00.0,Jun,2025,BlueWave,Truck,Direct Materials,United States,North America,Texas,Houston,77001,Southeastern Texas,United States,North America,Nevada,Las Vegas,88901,Southern Nevada,1913,1045.9,4,Delivered,637.66,Auto,40FT Standard Container,26730,67,4.18,Accepted,00:00.0,00:00.0,-1,Delayed,Multi-Order
SHP102999,LD202999,00:00.0,Jun,2025,ONE Liner,Air,Finished Goods,India,Asia,Kerala,Kochi,682001,Southwestern Coast of India,United States,North America,Massachusetts,Boston,2108,New England,1880,588.2,1,Delivered,1051.59,Auto,40FT Standard Container,26730,67,2.35,Accepted,00:00.0,00:00.0,-5,Delayed,Multi-Order
SHP102922,LD202922,00:00.0,Jun,2025,Maersk,Truck,Semi Finished Goods,India,Asia,Kerala,Kochi,682001,Southwestern Coast of India,United Kingdom,England,Greater London,London,EC1A,City of London/Clerkenwell,2118,809,2,Delivered,1569.77,Auto,40FT REEFER,25000,68,3.24,Accepted,00:00.0,00:00.0,-4,Delayed,Multi-Order
SHP102998,LD202998,00:00.0,Jun,2025,Hapag Lyod,Truck,Direct Materials,United States,North America,Massachusetts,Boston,2108,New England,United Kingdom,England,Greater London,London,EC1A,City of London/Clerkenwell,2236,2183.7,2,Cancelled,801.06,Auto,40FT High Cube Container,26460,76,8.73,Accepted,00:00.0,NULL,NULL,Cancelled,Multi-Order
SHP102936,LD202936,00:00.0,Jun,2025,BlueWave,Truck,Finished Goods,United States,North America,Colorado,Denver,80201,"Front Range, Colorado",United States,Northeast,New York,New York,10001,Manhattan,50,1688.4,1,Delivered,50,Auto,Flatbed Trailer,30000,120,6.75,Rejected,00:00.0,00:00.0,-5,Delayed,Multi-Order
SHP102984,LD202984,00:00.0,Jun,2025,BlueWave,Truck,Semi Finished Goods,United States,North America,Nevada,Las Vegas,88901,Southern Nevada,United States,North America,Georgia,Atlanta,30301,Southeastern US,50,2506.9,3,Delivered,928.08,Auto,20FT Dry Container,25400,33,10.03,Accepted,00:00.0,00:00.0,-2,Delayed,Multi-Order
SHP102913,LD202913,00:00.0,Jun,2025,AlphaTrans,Truck,Direct Materials,United States,North America,Tennessee,Nashville,37201,Central Tennessee,United States,Northeast,New York,New York,10001,Manhattan,2593,225.8,5,In Transit,1811.06,Auto,40FT Standard Container,26730,67,0.9,Accepted,00:00.0,NULL,NULL,In Transit,Multi-Order
